Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,WasBatched,DwmNotified,Dropped,TimeInSeconds,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsUntilRenderComplete,MsUntilDisplayed,MsEstimatedDriverLag,Width,Height,Motherboard,OS,Processor,System RAM,Base Driver Version,Driver Package,GPU #,GPU,GPU Core Clock (MHz),GPU Memory Clock (MHz),GPU Memory (MB)
ModernWarfare.exe,14840,0x0000024DC61F66A0,DXGI,0,512,1,Hardware Composed: Independent Flip,0,0,0,0.007623,6.473,6.985,0.326,7.146,7.146,13.317,1920,1080,"Micro-Star International Co., Ltd B450 GAMING PLUS (MS-7B86)","Windows 10 Pro 1903 (OS Build 18362.1.amd64fre.19h1_release.190318-1202)","AMD Ryzen 7 3700X 8-Core Processor             ",16 GB DDR4 3333 MT/s,44274,r442_70,1,GeForce RTX 2070,1410,-,8192
ModernWarfare.exe,14840,0x0000024DC61F66A0,DXGI,0,512,1,Hardware Composed: Independent Flip,0,0,0,0.014946,7.323,7.065,0.298,6.888,6.888,13.885,1920,1080
ModernWarfare.exe,14840,0x0000024DC61F66A0,DXGI,0,512,1,Hardware Composed: Independent Flip,0,0,0,0.028871,13.925,11.354,0.209,4.317,4.317,17.945,1920,1080
ModernWarfare.exe,14840,0x0000024DC61F66A0,DXGI,0,512,1,Hardware Composed: Independent Flip,0,0,0,0.032507,3.636,7.316,0.237,7.997,7.997,11.425,1920,1080
ModernWarfare.exe,14840,0x0000024DC61F66A0,DXGI,0,512,1,Hardware Composed: Independent Flip,0,0,0,0.040580,8.073,7.218,0.342,7.142,7.142,14.978,1920,1080
ModernWarfare.exe,14840,0x0000024DC61F66A0,DXGI,0,512,1,Hardware Composed: Independent Flip,0,0,0,0.047811,7.231,7.358,0.311,7.269,7.269,14.158,1920,1080
ModernWarfare.exe,14840,0x0000024DC61F66A0,DXGI,0,512,1,Hardware Composed: Independent Flip,0,0,0,0.056918,9.107,7.418,0.307,5.580,5.580,14.375,1920,1080
ModernWarfare.exe,14840,0x0000024DC61F66A0,DXGI,0,512,1,Hardware Composed: Independent Flip,0,0,0,0.064080,7.162,7.352,0.354,5.769,5.769,12.625,1920,1080
ModernWarfare.exe,14840,0x0000024DC61F66A0,DXGI,0,512,1,Hardware Composed: Independent Flip,0,0,0,0.070652,6.572,7.156,0.293,6.354,6.354,12.571,1920,1080
ModernWarfare.exe,14840,0x0000024DC61F66A0,DXGI,0,512,1,Hardware Composed: Independent Flip,0,0,0,0.083840,13.188,11.349,0.240,4.515,4.515,17.410,1920,1080
ModernWarfare.exe,14840,0x0000024DC61F66A0,DXGI,0,512,1,Hardware Composed: Independent Flip,0,0,0,0.088979,5.139,7.914,0.325,7.290,7.290,12.189,1920,1080
ModernWarfare.exe,14840,0x0000024DC61F66A0,DXGI,0,512,1,Hardware Composed: Independent Flip,0,0,0,0.096291,7.312,8.162,0.298,8.140,8.140,15.128,1920,1080
ModernWarfare.exe,14840,0x0000024DC61F66A0,DXGI,0,512,1,Hardware Composed: Independent Flip,0,0,0,0.103395,7.104,7.409,0.219,8.445,8.445,15.251,1920,1080
ModernWarfare.exe,14840,0x0000024DC61F66A0,DXGI,0,512,1,Hardware Composed: Independent Flip,0,0,0,0.111665,8.270,7.489,0.325,7.664,7.664,15.715,1920,1080
ModernWarfare.exe,14840,0x0000024DC61F66A0,DXGI,0,512,1,Hardware Composed: Independent Flip,0,0,0,0.119544,7.879,7.743,0.329,7.528,7.528,15.082,1920,1080
ModernWarfare.exe,14840,0x0000024DC61F66A0,DXGI,0,512,1,Hardware Composed: Independent Flip,0,0,0,0.127220,7.675,7.500,0.361,7.352,7.352,14.698,1920,1080
ModernWarfare.exe,14840,0x0000024DC61F66A0,DXGI,0,512,1,Hardware Composed: Independent Flip,0,0,0,0.134683,7.463,7.658,0.274,7.547,7.547,14.650,1920,1080
ModernWarfare.exe,14840,0x0000024DC61F66A0,DXGI,0,512,1,Hardware Composed: Independent Flip,0,0,0,0.142385,7.703,7.927,0.347,7.771,7.771,15.200,1920,1080
ModernWarfare.exe,14840,0x0000024DC61F66A0,DXGI,0,512,1,Hardware Composed: Independent Flip,0,0,0,0.149965,7.579,7.849,0.309,8.042,8.042,15.274,1920,1080
ModernWarfare.exe,14840,0x0000024DC61F66A0,DXGI,0,512,1,Hardware Composed: Independent Flip,0,0,0,0.158224,8.259,8.178,0.356,7.961,7.961,15.911,1920,1080
ModernWarfare.exe,14840,0x0000024DC61F66A0,DXGI,0,512,1,Hardware Composed: Independent Flip,0,0,0,0.165931,7.707,7.908,0.295,8.162,8.162,15.512,1920,1080
ModernWarfare.exe,14840,0x0000024DC61F66A0,DXGI,0,512,1,Hardware Composed: Independent Flip,0,0,0,0.174287,8.357,7.838,0.359,7.644,7.644,15.706,1920,1080
